70a50e8102a503f3a13a141b8e49cb9368e88793,DELETE,regular-file,Proj-TechStock.git/objects/pack/pack-1d9931420f3e122f795e37d04d9d6981bb27ef86.pack,134548976,
88dd8edcd1484c88d3fdc31a7aa40315ccee7a7c,DELETE,regular-file,backend/node_modules/.bin/bcrypt,387,
762efef989540e5e6b152672bbee87edf82f1778,DELETE,regular-file,backend/node_modules/.bin/bcrypt.cmd,307,
fbe0a3110aff1bba36c938de4dc75a6bbf645126,DELETE,regular-file,backend/node_modules/.bin/bcrypt.ps1,801,
7751de3cbb456deecd25fb22c6f575bc7a78554d,DELETE,regular-file,backend/node_modules/.bin/mime,371,
54491f12e08014083099d3a46bf7b99f0ec22b56,DELETE,regular-file,backend/node_modules/.bin/mime.cmd,299,
2222f40bcf2aca56c70178225cfe21cc31e2773f,DELETE,regular-file,backend/node_modules/.bin/mime.ps1,769,
1ab9c81af5cd69d16a0c0876a3e32a8cd795b931,DELETE,regular-file,backend/node_modules/.bin/mkdirp,383,
a865dd9f3a2ef7c26f9cb350ee12041578808e79,DELETE,regular-file,backend/node_modules/.bin/mkdirp.cmd,305,
911e85466417449a40e584cce49fa18f1c513c3d,DELETE,regular-file,backend/node_modules/.bin/mkdirp.ps1,793,
97c53279f43c10400b9195b128164a5418d77659,DELETE,regular-file,backend/node_modules/.bin/semver,389,
9913fa9d0812ac0bcdccc80d2805c013cf2237b7,DELETE,regular-file,backend/node_modules/.bin/semver.cmd,308,
314717ad4828ba2866c75d51292fcd0254701070,DELETE,regular-file,backend/node_modules/.bin/semver.ps1,805,
25e7727524a0fdc7dd372e3f391263d8add272ff,DELETE,regular-file,backend/node_modules/.package-lock.json,45994,
cb5990c7c3620f4936a3ac42b3bf335c95eef7e8,DELETE,regular-file,backend/node_modules/accepts/HISTORY.md,5096,
06166077be4d1f620d89b9eb33c76d89e75857da,DELETE,regular-file,backend/node_modules/accepts/LICENSE,1167,
82680c530c3886540f630f643990e2ec707319d1,DELETE,regular-file,backend/node_modules/accepts/README.md,4123,
e9b2f63fb16f8ecdeb16c8eced302612794ccf65,DELETE,regular-file,backend/node_modules/accepts/index.js,5252,
0f2d15da92b29d328f4da484f494c5442c711b4d,DELETE,regular-file,backend/node_modules/accepts/package.json,1157,
c2658d7d1b31848c3b71960543cb0368e56cd4c7,DELETE,regular-file,backend/node_modules/append-field/.npmignore,14,
14b1f891b40cc88122b238cdfb966124d7268084,DELETE,regular-file,backend/node_modules/append-field/LICENSE,1082,
62b901b7e8c1f92f113ad0bc728aed6595ee7a13,DELETE,regular-file,backend/node_modules/append-field/README.md,1016,
fc5acc8bc41502a08fa7d537987d05b0c7ef5775,DELETE,regular-file,backend/node_modules/append-field/index.js,307,
31d617966f02ca37d98f9caa3ef4779118bbd635,DELETE,regular-file,backend/node_modules/append-field/lib/parse-path.js,1112,
c15e87377bc84537acdceb74466320644592b72d,DELETE,regular-file,backend/node_modules/append-field/lib/set-value.js,1642,
8d6e716433ff4f99e99412f2e63523459dc0f9a8,DELETE,regular-file,backend/node_modules/append-field/package.json,416,
dd6fbc988e8b71f9cc438d5ddf114f8ad704216f,DELETE,regular-file,backend/node_modules/append-field/test/forms.js,450,
983fbe8aec3f4e2d4add592bb1083b00d7366f66,DELETE,regular-file,backend/node_modules/array-flatten/LICENSE,1103,
91fa5b637ec2d2a492d6b5c4bf9ba2e76ff2f352,DELETE,regular-file,backend/node_modules/array-flatten/README.md,1245,
089117b322f5857b8bb6bccf7a659686aca067c0,DELETE,regular-file,backend/node_modules/array-flatten/array-flatten.js,1195,
1a24e2a1a1d3fbd694b77bf6673ab1e1c2fd5043,DELETE,regular-file,backend/node_modules/array-flatten/package.json,879,
95dc09639b3e4c8d8e01e752a49afd423a2d432a,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/LICENSE,1109,
99acaadb5e7e2538b6be27977fcff27bf32a2282,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/README.md,2271,
a02c121af2515d46df16b367ce7e4aca33b8717d,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/@types/profiles.d.ts,67,
c8ad2e549bdc6801e0d1c80b0308d4b9bd4985ce,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/@types/profiles.js,77,
18d181bda3befc23357138f0becf2fb87cfbad3a,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/index.d.ts,276,
d702ca7b74630c92ef1f4de66484f203b2b08b75,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/index.js,438,
347c7b59ce76b21d6f825590597165d14c9184af,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/profiles/ca/defaults.d.ts,428,
343c8a074db10550d9ceb5debe1ba81289368648,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/profiles/ca/defaults.js,214342,
da2b76b7d657acc6985ff55d40494f6f1ad2c36d,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/profiles/ca/proxies.d.ts,302,
367a4c3ff10b4c8baf6dd556a8b07256a6a1b96f,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/lib/profiles/ca/proxies.js,7605,
0856ad91285250aecdbf8dc2423f676e8bee7250,DELETE,regular-file,backend/node_modules/aws-ssl-profiles/package.json,1194,
6ffc6d982945fa5ea6d5685ce14f85c88308b42a,DELETE,regular-file,backend/node_modules/bcryptjs/LICENSE,1530,
15546c495ab44b8a26c55a43f8138faa76e90105,DELETE,regular-file,backend/node_modules/bcryptjs/README.md,7628,
5c72e0fa5fef2114239627527cb2274fcc6bf6e6,DELETE,regular-file,backend/node_modules/bcryptjs/bin/bcrypt,528,
3ae838f0b98f58b8c68beeb4684def85dd6e20f3,DELETE,regular-file,backend/node_modules/bcryptjs/index.d.ts,89,
f91fff4b3338d4c44f8dffc495e98d404aa12718,DELETE,regular-file,backend/node_modules/bcryptjs/index.js,41508,
86e9543ae20b666b51192bb6c06bfbcbc35f9468,DELETE,regular-file,backend/node_modules/bcryptjs/package.json,2068,
3cbe5b16fe7c29598b1aee674ab893b1bdca6a63,DELETE,regular-file,backend/node_modules/bcryptjs/types.d.ts,5653,
8c2eb07065359d1fa4b6feb5e68325bef28df1f8,DELETE,regular-file,backend/node_modules/bcryptjs/umd/index.d.ts,83,
50f716a4c428dc49bd4aee691393d6f8adcb7de1,DELETE,regular-file,backend/node_modules/bcryptjs/umd/index.js,47483,
5bbefffbabee392d1855491b84dc0a716b6a3bf2,DELETE,regular-file,backend/node_modules/bcryptjs/umd/package.json,25,
3cbe5b16fe7c29598b1aee674ab893b1bdca6a63,DELETE,regular-file,backend/node_modules/bcryptjs/umd/types.d.ts,5653,
81d23e064d55249173e4dab35f1153a3a34ab644,DELETE,regular-file,backend/node_modules/body-parser/HISTORY.md,16729,
386b7b6946e47bc46f8138791049b4e6a7cef889,DELETE,regular-file,backend/node_modules/body-parser/LICENSE,1172,
f6661b7d33c16808aaa4a19624666bc52f5cb639,DELETE,regular-file,backend/node_modules/body-parser/README.md,19180,
9694d429616df706508285a1ef185d40e45cdfae,DELETE,regular-file,backend/node_modules/body-parser/SECURITY.md,1193,
bb24d739d9c5fade336cdf76b08b784ae2594d77,DELETE,regular-file,backend/node_modules/body-parser/index.js,2681,
fce6283f50961e68c2f576031ed5e3d4fdc39984,DELETE,regular-file,backend/node_modules/body-parser/lib/read.js,4325,
59f3f7e28f2416cac957b5e35dc78839a5019e0d,DELETE,regular-file,backend/node_modules/body-parser/lib/types/json.js,5299,
f5d1b67475405284e3dac312f92ade101571329f,DELETE,regular-file,backend/node_modules/body-parser/lib/types/raw.js,1884,
083a00908a6299a8ef72f477983359f5675f82ef,DELETE,regular-file,backend/node_modules/body-parser/lib/types/text.js,2285,
2bd4485f54e3d8aaa08eec1f5fdbd525a8f5ba82,DELETE,regular-file,backend/node_modules/body-parser/lib/types/urlencoded.js,6404,
f252313f8d0a145a3d1bacb68dbf06c0bf8e67c0,DELETE,regular-file,backend/node_modules/body-parser/node_modules/iconv-lite/Changelog.md,4342,
d518d8376af9faa47af875d83c8cdd51a11f9099,DELETE,regular-file,backend/node_modules/body-parser/node_modules/iconv-lite/LICENSE,1064,
c981c3708582a563f0f463c1e01715257d5148bd,DELETE,regular-file,backend/node_modules/body-parser/node_modules/iconv-lite/README.md,6534,
1fe3e160112aa9b896df4b30a0184d76a69dfaef,DELETE,regular-file,backend/node_modules/body-parser/node_modules/iconv-lite/encodings/dbcs-codec.js,21415,
4b61914341f9165a4b54543d49e93af6b0d559cf,DELETE,regular-file,backend/node_modules/body-parser/node_modules/iconv-lite/encodings/dbcs-data.js,8291,
